m.missiontype	m.startyear	m.platform	m.missionnumber	f.serialnumber	catchsampleid	commonname	catchcategory	catchpartnumber	aphia	scientificname	identification	foreignobject	sampletype	group	conservation	catchproducttype	raisingfactor	catchweight	catchvolume	catchcount	abundancecategory	sampleproducttype	lengthmeasurement	lengthsampleweight	lengthsamplevolume	lengthsamplecount	specimensamplecount	agesamplecount	agingstructure	parasite	stomach	intestine	tissuesample	samplerecipient	catchcomment
4	2019	LMEL	13	2547	3	sølvtorsk	SØLVTORSK	1	126435	Gadiculus argenteus			20		1	1		0.05		2		1	E	0.05		2	2								
4	2019	LMEL	13	2547	4	krokulke	KROKULKE	1	127193	Artediellus atlanticus			20		1	1		0.011		4		1	E	0.011		4	4								
4	2019	LMEL	13	2547	5	paddeulke	PADDEULKE	1	127235	Cottunculus microps			20		1	1		0.014		1		1	E	0.014		1	1								
4	2019	LMEL	13	2547	6	vanlig ålebrosme	VANLIG ÅLEBROSME	1	274100	Lycodes gracilis			20		1	1		0.033		3		1	E	0.033		3	3								
4	2019	LMEL	13	2547	7	sei	SEI	1	126441	Pollachius virens			10		1	1		12.36		6		1	E	12.36		6									
4	2019	LMEL	13	2547	8	gapeflyndre	GAPEFLYNDRE	1	127137	Hippoglossoides platessoides			20		1	1		1.523		14		1	E	1.523		14	14								
4	2019	LMEL	13	2547	9	vanlig uer	VANLIG UER	1	151324	Sebastes norvegicus			21		1	1		1.125		1		1	E	1.125		1	1		2						
4	2019	LMEL	13	2547	10	torsk	TORSK	1	126436	Gadus morhua			21		1	1		6.99		6		1	E	6.99		6	4		2		2				
4	2019	LMEL	13	2547	11	brosme	BROSME	1	126447	Brosme brosme			23		1	1		3.678		4		1	E	3.678		4	4		2						
4	2019	LMEL	13	2547	12	hyse	HYSE	1	126437	Melanogrammus aeglefinus			21		1	1		0.88		5		1	E	0.88		5	3		2						
4	2019	LMEL	13	2547	13	hyse	HYSE	2	126437	Melanogrammus aeglefinus			21		1	1		0.185		15		1	E	0.185		15	3		2						
4	2019	LMEL	13	2547	14	snabeluer	SNABELUER	1	127254	Sebastes mentella			21		1	1		11.52		97		1	E	11.52		97	7		2						
4	2019	LMEL	13	2547	15	vassild	VASSILD	1	126715	Argentina silus			20		1	1		5.549		14		1	E	5.549		14	14	0							
4	2019	LMEL	13	2547	16	lusuer	LUSUER	1	127255	Sebastes viviparus			20		1	1		0.168		2		1	E	0.168		2	2	0							
4	2019	LMEL	13	2547	17	kloskate	KLOSKATE	1	105865	Amblyraja radiata			21		1	1		0.94		1		1	E	0.94		1	1	0							
4	2019	LMEL	13	2547	18	skater	SKATER	1	10216	Rajiformes			50		1	1		0.008		4														1	
4	2019	LMEL	13	2547	19	dypvannsreke	DYPVANNSREKE	1	107649	Pandalus borealis			90		1	1		7.18		652														1	
4	2019	LMEL	13	2547	20	svamper	SVAMPER	1	558	Porifera			90		1	1		800.0																	
4	2019	LMEL	13	2548	1	sild'G03	SILD'G03	1	126417	Clupea harengus			23		1	1	1.0	2.135		12		1	E	2.135		12	12	2	2						
4	2019	LMEL	13	2548	2	hyse	HYSE	1	126437	Melanogrammus aeglefinus			10	10	1	1	1.0	0.159		24		1	E	0.159		24									
4	2019	LMEL	13	2548	3	torsk	TORSK	1	126436	Gadus morhua			10	10	1	1	1.0	0.167		53		1	E	0.094		30									
4	2019	LMEL	13	2548	5	hvitting	HVITTING	1	126438	Merlangius merlangus			10	10	1	1	1.0	0.085		50		1	E	0.051		30								1	
4	2019	LMEL	13	2548	6	loddefamilien	LODDEFAMILIEN	1	125513	Osmeridae			10	10	1	1	1.0	0.014		140		1	E	0.003		30									
4	2019	LMEL	13	2548	7	uerslekten	UERSLEKTEN	1	126175	Sebastes			10	10	1	1	1.0	0.022		60		1	E	0.011		30									
4	2019	LMEL	13	2548	8	brosme	BROSME	1	126447	Brosme brosme			10	10	1	1	1.0	3.0E-4		1		1	E	3.0E-4		1									
4	2019	LMEL	13	2548	9	firetrådet tangbrosme	FIRETRÅDET TANGBROSME	1	126450	Enchelyopus cimbrius			10	10	1	1	1.0	2.0E-4		2		1	E	2.0E-4		2									
4	2019	LMEL	13	2548	10	torskefamilien	TORSKEFAMILIEN	1	125469	Gadidae			10	10	1	1	1.0	1.0E-4		1		1	E	1.0E-4		1								1	
4	2019	LMEL	13	2548	12	maneter	MANETER	1	19494	Hydroidolina			90		1	1	1.0	0.487																	
4	2019	LMEL	13	2548	13	Hyperia galba	HYPERIA GALBA	1	103251	Hyperia galba			91		1	1	1.0	0.025		17			E	0.025		17									
4	2019	LMEL	13	2548	14	Meganyctiphanes	MEGANYCTIPHANES	1	110674	Meganyctiphanes			91		1	1	1.0	0.041		465			E	0.006		68									
4	2019	LMEL	13	2549	1	kolmule	KOLMULE	1	126439	Micromesistius poutassou			23		1	1		4.14		117		1	E	3.53		100	3	0	2						
4	2019	LMEL	13	2549	4	skater	SKATER	1	10216	Rajiformes			50		1	1		0.007		2														1	
4	2019	LMEL	13	2549	5	gapeflyndre	GAPEFLYNDRE	1	127137	Hippoglossoides platessoides			20		1	1		0.71		47		1	E	0.71		47	47	0							
4	2019	LMEL	13	2549	6	vanlig ålebrosme	VANLIG ÅLEBROSME	1	274100	Lycodes gracilis			20		1	1		0.086		8		1	E	0.086		8	8	0							
4	2019	LMEL	13	2549	7	fremmedlegeme	FREMMEDLEGEME	1					65		1	1		3.0E-4		1															
4	2019	LMEL	13	2549	8	vassild	VASSILD	1	126715	Argentina silus			20		1	1		23.44		274		1	E	2.569		30	30								
4	2019	LMEL	13	2549	9	øyepål	ØYEPÅL	1	126444	Trisopterus esmarkii			20		1	1		4.908		100		1	E	1.474		30	30								
4	2019	LMEL	13	2549	10	sølvtorsk	SØLVTORSK	1	126435	Gadiculus argenteus			20		1	1		3.853		167		1	E	0.694		30	30								
4	2019	LMEL	13	2549	11	lusuer	LUSUER	1	127255	Sebastes viviparus			10		1	1		3.518		39		1	E	3.518		39									
4	2019	LMEL	13	2549	12	gråsteinbit	GRÅSTEINBIT	1	126758	Anarhichas lupus			20		1	1		0.299		3		1	E	0.299		3	3								
4	2019	LMEL	13	2549	13	laksesild	LAKSESILD	1	127312	Maurolicus muelleri			10		1	1		0.002		1		1	J	0.002		1									
4	2019	LMEL	13	2549	14	vassild	VASSILD	2	126715	Argentina silus			20	10	1	1		0.007		5		1	E	0.007		5	5								
4	2019	LMEL	13	2549	15	krokulke	KROKULKE	1	127193	Artediellus atlanticus			20		1	1		0.225		49		1	E	0.137		30	30								
4	2019	LMEL	13	2549	16	tornulke	TORNULKE	1	127199	Icelus bicornis			20		1	1		0.007		1		1	E	0.007		1	1							1	
4	2019	LMEL	13	2549	17	sei	SEI	1	126441	Pollachius virens			10		1	1		10.68		7		1	E	10.68		7									
4	2019	LMEL	13	2549	18	vanlig uer	VANLIG UER	1	151324	Sebastes norvegicus			21		1	1		1.12		1		1	E	1.12		1	1		2						
4	2019	LMEL	13	2549	19	hyse	HYSE	1	126437	Melanogrammus aeglefinus			21		1	1		0.107		1		1	E	0.107		1	1		2						
4	2019	LMEL	13	2549	20	hyse	HYSE	2	126437	Melanogrammus aeglefinus			21		1	1		0.03		2		1	E	0.03		2	2		2						
4	2019	LMEL	13	2549	21	torsk	TORSK	1	126436	Gadus morhua			21		1	1		0.018		7		1	E	0.018		7	1		2		2				
4	2019	LMEL	13	2549	22	brosme	BROSME	1	126447	Brosme brosme			21		1	1		3.643		7		1	E	3.643		7	7		2						
4	2019	LMEL	13	2549	23	rundskate	RUNDSKATE	1	105894	Rajella fyllae			21		1	1		0.174		1		1	E	0.174		1	1								
4	2019	LMEL	13	2549	24	brennmanet	BRENNMANET	1	135301	Cyanea capillata			90		1	1		0.64		1															
4	2019	LMEL	13	2550	3	knurr	KNURR	1	150637	Eutrigla gurnardus			20		1	1		0.605		1		1	E	0.605		1	1								
4	2019	LMEL	13	2550	12	torsk	TORSK	1	126436	Gadus morhua			10	10	1	1		0.072		22		1	E	0.072		22									
4	2019	LMEL	13	2550	14	hyse	HYSE	1	126437	Melanogrammus aeglefinus			10	10	1	1		0.248		30		1	E	0.248		30									
4	2019	LMEL	13	2550	1	rognkjeks	ROGNKJEKS	1	127214	Cyclopterus lumpus			20		1	1		9.33		2		1	E	9.33		2	2								
4	2019	LMEL	13	2550	2	glassmaneter	GLASSMANETER	1	135263	Aurelia			90		1	1		3.0		5			A												
4	2019	LMEL	13	2550	4	brennmanet	BRENNMANET	1	135301	Cyanea capillata			90		1	1		32.0		29															
4	2019	LMEL	13	2550	22	hvitting	HVITTING	1	126438	Merlangius merlangus			10	10	1	1		0.01		2		1	E	0.01		2									
4	2019	LMEL	13	2550	23	sild'G03	SILD'G03	1	126417	Clupea harengus			23		1	1		151.2		791		1	E	18.925		99	99	30	2						
4	2019	LMEL	13	2552	1	brennmanet	BRENNMANET	1	135301	Cyanea capillata			90		1	1		26.38		28			A												
4	2019	LMEL	13	2552	2	rognkjeks	ROGNKJEKS	1	127214	Cyclopterus lumpus			20		1	1		2.006		2		1	E	2.006		2	2								
4	2019	LMEL	13	2552	3	knurr	KNURR	1	150637	Eutrigla gurnardus			20		1	1		1.205		2		1	E	1.205		2	2								
4	2019	LMEL	13	2552	4	sild'G03	SILD'G03	1	126417	Clupea harengus			20		1	1		0.16		1		1	E	0.16		1	1								
4	2019	LMEL	13	2552	5	makrell	MAKRELL	1	127023	Scomber scombrus			20		1	1		0.995		2		1	F	0.995		2	2								>90
4	2019	LMEL	13	2552	6	blå brennmanet	BLÅ BRENNMANET	2	135302	Cyanea lamarcki			90		1	1		0.295		1			A												
4	2019	LMEL	13	2552	7	glassmanet	GLASSMANET	3	135306	Aurelia aurita			90		1	1		1.95		9			A												
4	2019	LMEL	13	2552	8	tiarmete blekkspruter	TIARMETE BLEKKSPRUTER	1	11709	Coleoidea			91		1	1		0.14		2		1	B	0.14		2								1	
4	2019	LMEL	13	2552	9	hyse	HYSE	1	126437	Melanogrammus aeglefinus			10	10	1	1		0.155		19		1	E	0.155		19									
4	2019	LMEL	13	2552	10	torsk	TORSK	1	126436	Gadus morhua			10	10	1	1		0.076		60		1	E	0.038		30									
4	2019	LMEL	13	2552	11	Hyperia	HYPERIA	1	101796	Hyperia			91		1	1		5.0E-4		5		1	E	5.0E-4		5									
4	2019	LMEL	13	2553	1	krill	KRILL	1	1128	Euphausiacea			90		1	1	1.0	0.152																	
4	2019	LMEL	13	2553	4	rognkjeks	ROGNKJEKS	1	127214	Cyclopterus lumpus			10		1	1	1.0	0.024		1		1	E	0.024		1		0							
4	2019	LMEL	13	2553	5	brennmanet	BRENNMANET	1	135301	Cyanea capillata			90		1	1	1.0	17.4		27															
4	2019	LMEL	13	2553	6	perifylla	PERIFYLLA	1	135252	Periphylla			90		1	1	1.0	2.44		1															
4	2019	LMEL	13	2553	7	sei	SEI	1	126441	Pollachius virens			10		1	1	1.0	1.8		1		1	E	1.8		1									
4	2019	LMEL	13	2553	8	makrell	MAKRELL	1	127023	Scomber scombrus			23		1	1	1.0	7.282		15		1	F	7.282		15	15								
4	2019	LMEL	13	2553	9	sild'G03	SILD'G03	1	126417	Clupea harengus			20		1	1	1.0	2.237		9		1	E	2.237		9	9								
4	2019	LMEL	13	2553	10	liten laksetobis	LITEN LAKSETOBIS	1	126352	Arctozenus risso			20		1	1	1.0	0.032		2		1	J	0.032		2	2								
4	2019	LMEL	13	2553	11	kolmule	KOLMULE	1	126439	Micromesistius poutassou			20		1	1	1.0	0.147		1		1	E	0.147		1	1								
4	2019	LMEL	13	2553	12	lysprikkfiskfamilien	LYSPRIKKFISKFAMILIEN	1	125498	Myctophidae			10		1	1	1.0	0.038		104		1	J	0.011		30									
4	2019	LMEL	13	2553	14	laksesild	LAKSESILD	1	127312	Maurolicus muelleri			10		1	1	1.0	0.01		10		1	J	0.01		10									
4	2019	LMEL	13	2553	15	hvitting	HVITTING	1	126438	Merlangius merlangus			10	10	1	1	1.0	0.015		5		1	E	0.015		5									
4	2019	LMEL	13	2553	16	lodde	LODDE	1	126735	Mallotus villosus			10	10	1	1	1.0	0.006		60		1	E	0.003		30									
4	2019	LMEL	13	2553	17	firetrådet tangbrosme	FIRETRÅDET TANGBROSME	1	126450	Enchelyopus cimbrius			10	10	1	1	1.0	5.0E-4		3		1	E	5.0E-4		3									
4	2019	LMEL	13	2553	18	torsk	TORSK	1	126436	Gadus morhua			10	10	1	1	1.0	0.044		38		1	E	0.035		30									
4	2019	LMEL	13	2553	19	hyse	HYSE	1	126437	Melanogrammus aeglefinus			10	10	1	1	1.0	0.169		22		1	E	0.169		22									
4	2019	LMEL	13	2554	1	hyse	HYSE	1	126437	Melanogrammus aeglefinus			10	10	1	1		0.799		101		1	E	0.237		30		0							
4	2019	LMEL	13	2554	2	hvitting	HVITTING	1	126438	Merlangius merlangus			10	10	1	1		0.03		18		1	E	0.03		18		0							
4	2019	LMEL	13	2554	3	torsk	TORSK	1	126436	Gadus morhua			10	10	1	1		0.03		12		1	E	0.03		12		0							
4	2019	LMEL	13	2554	4	uerslekten	UERSLEKTEN	1	126175	Sebastes			10	10	1	1		0.001		6		1	E	0.001		6		0							
4	2019	LMEL	13	2554	5	brosme	BROSME	1	126447	Brosme brosme			10	10	1	1		0.003		2		1	E	0.003		2		0							
4	2019	LMEL	13	2554	6	firetrådet tangbrosme	FIRETRÅDET TANGBROSME	1	126450	Enchelyopus cimbrius			10	10	1	1		3.0E-4		1		1	E	3.0E-4		1		0							
4	2019	LMEL	13	2554	7	loddefamilien	LODDEFAMILIEN	1	125513	Osmeridae			10	10	1	1		0.001		4		1	E	0.001		4		0							
4	2019	LMEL	13	2554	8	knurr	KNURR	1	150637	Eutrigla gurnardus			20		1	1		0.284		1		1	E	0.284		1	1	0							
4	2019	LMEL	13	2554	9	liten laksetobis	LITEN LAKSETOBIS	1	126352	Arctozenus risso			20		1	1		0.014		1		1	J	0.014		1	1	0							
4	2019	LMEL	13	2554	10	tiarmete blekkspruter	TIARMETE BLEKKSPRUTER	1	11709	Coleoidea			91		1	1		3.0E-4		1		1	B	3.0E-4		1									
4	2019	LMEL	13	2554	11	brennmanet	BRENNMANET	1	135301	Cyanea capillata			90		1	1		9.39		10															
4	2019	LMEL	13	2554	12	glassmanet	GLASSMANET	1	135306	Aurelia aurita			90		1	1		0.62		1															
4	2019	LMEL	13	2554	13	blå brennmanet	BLÅ BRENNMANET	1	135302	Cyanea lamarcki			90		1	1		0.24		1															
4	2019	LMEL	13	2554	14	fremmedlegeme	FREMMEDLEGEME	1					68		1	1		0.001																	OSPAR nr 3
4	2019	LMEL	13	2554	15	fremmedlegeme	FREMMEDLEGEME	1					65		1	1		0.01																	OSPAR nr 32
4	2019	LMEL	13	2555	1	kolmule	KOLMULE	1	126439	Micromesistius poutassou			23		1	1		5.75		88		1	E	5.75		88	4		2						
4	2019	LMEL	13	2555	2	krokulke	KROKULKE	1	127193	Artediellus atlanticus			20		1	1		0.133		23		1	E	0.133		23	23								
4	2019	LMEL	13	2555	3	sei	SEI	1	126441	Pollachius virens			10		1	1		14.52		7		1	E	14.52		7									
4	2019	LMEL	13	2555	4	hyse	HYSE	1	126437	Melanogrammus aeglefinus			21		1	1		0.214		2		1	E	0.214		2	2		2						
4	2019	LMEL	13	2555	5	hyse	HYSE	2	126437	Melanogrammus aeglefinus			21		1	1		0.095		5		1	E	0.095		5	2		2						
4	2019	LMEL	13	2555	6	øyepål	ØYEPÅL	1	126444	Trisopterus esmarkii			20		1	1		0.014		2		1	E	0.014		2	2								
4	2019	LMEL	13	2555	7	torsk	TORSK	1	126436	Gadus morhua			21		1	1		14.38		6		1	E	14.38		6	4		2		2				
4	2019	LMEL	13	2555	8	snabeluer	SNABELUER	1	127254	Sebastes mentella			21		1	1		1.251		3		1	E	1.251		3	3		2						
4	2019	LMEL	13	2555	9	brosme	BROSME	1	126447	Brosme brosme			21		1	1		0.687		2		1	E	0.687		2	2		2						
4	2019	LMEL	13	2555	10	lusuer	LUSUER	1	127255	Sebastes viviparus			10		1	1		13.22		101		1	E	3.92		30									
4	2019	LMEL	13	2555	11	vassild	VASSILD	1	126715	Argentina silus			20		1	1		10.33		41		1	E	10.33		41	41								
4	2019	LMEL	13	2555	12	sild'G03	SILD'G03	1	126417	Clupea harengus			20		1	1		0.175		1		1	E	0.175		1	1	0							
4	2019	LMEL	13	2555	13	vanlig ålebrosme	VANLIG ÅLEBROSME	1	274100	Lycodes gracilis			20		1	1		0.041		3		1	E	0.041		3	3	0							
4	2019	LMEL	13	2555	14	gapeflyndre	GAPEFLYNDRE	1	127137	Hippoglossoides platessoides			20		1	1		0.008		1		1	E	0.008		1	1	0							
4	2019	LMEL	13	2555	15	sølvtorsk	SØLVTORSK	1	126435	Gadiculus argenteus			20		1	1		4.02		156		1	E	0.775		30	30	0							
4	2019	LMEL	13	2555	16	skater	SKATER	1	10216	Rajiformes			50		1	1		0.215		1															
4	2019	LMEL	13	2556	1	laks	LAKS	1	127186	Salmo salar			10		1	1	1.0	0.16		1		1	I	0.16		1									
4	2019	LMEL	13	2556	2	brennmanet	BRENNMANET	1	135301	Cyanea capillata			90		1	1	1.0	10.5		11			A												
4	2019	LMEL	13	2556	3	brennmanet	BRENNMANET	2	135301	Cyanea capillata			90		1	1	1.0	0.85		2			A												
4	2019	LMEL	13	2556	4	rognkjeks	ROGNKJEKS	1	127214	Cyclopterus lumpus			10	10	1	1	1.0	0.058		1		1	E	0.058		1									
4	2019	LMEL	13	2556	5	sild'G03	SILD'G03	1	126417	Clupea harengus			20	20	1	1	1.0	0.18		5		1	E	0.18		5	5								
4	2019	LMEL	13	2556	6	lodde	LODDE	1	126735	Mallotus villosus			10	10	1	1	21.02	0.063		488		1	E	0.004		31									
4	2019	LMEL	13	2556	7	uerslekten	UERSLEKTEN	1	126175	Sebastes			10	10	1	1	21.02	0.052		780		1	E	0.002		30									
4	2019	LMEL	13	2556	8	hyse	HYSE	1	126437	Melanogrammus aeglefinus			10	10	1	1	1.0	0.272		30		1	E	0.272		30									
4	2019	LMEL	13	2556	9	torsk	TORSK	1	126436	Gadus morhua			10	10	1	1	1.0	0.058		21		1	E	0.058		21									
4	2019	LMEL	13	2556	10	Meganyctiphanes	MEGANYCTIPHANES	1	110674	Meganyctiphanes			91		1	1	21.02	3.106		9318			E	0.034		102									
4	2019	LMEL	13	2557	1	kolmule	KOLMULE	1	126439	Micromesistius poutassou			23		1	1		79.43		748		1	E	10.62		100	4	0	2						
4	2019	LMEL	13	2557	2	skater	SKATER	1	10216	Rajiformes			50		1	1		0.12		1														1	
4	2019	LMEL	13	2557	3	sei	SEI	1	126441	Pollachius virens			10		1	1		16.8		10		1	E	16.8		10									
4	2019	LMEL	13	2557	4	gapeflyndre	GAPEFLYNDRE	1	127137	Hippoglossoides platessoides			20		1	1		0.049		4		1	E	0.049		4	4								
4	2019	LMEL	13	2557	5	krokulke	KROKULKE	1	127193	Artediellus atlanticus			20		1	1		0.027		7		1	E	0.027		7	7								
4	2019	LMEL	13	2557	6	paddeulke	PADDEULKE	1	127235	Cottunculus microps			20		1	1		0.06		4		1	E	0.06		4	4								
4	2019	LMEL	13	2557	7	vanlig ålebrosme	VANLIG ÅLEBROSME	1	274100	Lycodes gracilis			20		1	1		0.04		3		1	E	0.04		3	3								
4	2019	LMEL	13	2557	8	vassild	VASSILD	1	126715	Argentina silus			20		1	1		29.68		86		1	E	10.334		30	30								
4	2019	LMEL	13	2557	9	tiarmete blekkspruter	TIARMETE BLEKKSPRUTER	1	11709	Coleoidea			92		1	1		0.027		1		1	B	0.027		1	1							1	
4	2019	LMEL	13	2557	10	sild'G03	SILD'G03	1	126417	Clupea harengus			20		1	1		0.223		1		1	E	0.223		1	1								
4	2019	LMEL	13	2557	11	sølvtorsk	SØLVTORSK	1	126435	Gadiculus argenteus			20		1	1		0.029		1		1	E	0.029		1	1								
4	2019	LMEL	13	2557	12	lusuer	LUSUER	1	127255	Sebastes viviparus			10		1	1		4.72		30		1	E	4.72		30									
4	2019	LMEL	13	2557	13	torsk	TORSK	1	126436	Gadus morhua			21		1	1		1.006		1		1	E	1.006		1	1	1	2						
4	2019	LMEL	13	2557	14	hyse	HYSE	1	126437	Melanogrammus aeglefinus			21		1	1		0.035		1		1	E	0.035		1	1		2						
4	2019	LMEL	13	2557	15	snabeluer	SNABELUER	1	127254	Sebastes mentella			21		1	1		3.5		70		1	E	3.5		70	8	8	2						
4	2019	LMEL	13	2557	16	brosme	BROSME	1	126447	Brosme brosme			21		1	1		5.296		10		1	E	5.296		10	10	9	2						
4	2019	LMEL	13	2558	2	lodde	LODDE	1	126735	Mallotus villosus			10	10	1	1	31.26	0.313		2348		1	E	0.004		30									
4	2019	LMEL	13	2558	3	uerslekten	UERSLEKTEN	1	126175	Sebastes			10	10	1	1	31.26	0.344		2580		1	E	0.004		30									
4	2019	LMEL	13	2558	4	torsk	TORSK	1	126436	Gadus morhua			10	10	1	1	1.0	0.062		26		1	E	0.062		26									
4	2019	LMEL	13	2558	5	hyse	HYSE	1	126437	Melanogrammus aeglefinus			10	10	1	1	1.0	0.054		8		1	E	0.054		8									
4	2019	LMEL	13	2558	6	brennmanet	BRENNMANET	1	135301	Cyanea capillata			90		1	1	1.0	1.5		3															
4	2019	LMEL	13	2558	7	Thysanoessa inermis	THYSANOESSA INERMIS	1	110708	Thysanoessa inermis			91		1	1	31.26	0.2083		4666			E	0.0025		56									
4	2019	LMEL	13	2558	8	Thysanoessa longicaudata	THYSANOESSA LONGICAUDATA	1	110709	Thysanoessa longicaudata			91		1	1	31.26	0.1666		3165			E	0.002		38									
4	2019	LMEL	13	2558	9	Meganyctiphanes	MEGANYCTIPHANES	1	110674	Meganyctiphanes			90		1	1	31.26	0.124																	
4	2019	LMEL	13	2559	1	snabeluer	SNABELUER	1	127254	Sebastes mentella			21		1	1		39.88		123		1	E	11.03		34	8		2						
4	2019	LMEL	13	2559	2	torsk	TORSK	1	126436	Gadus morhua			21		1	1		0.736		3		1	E	0.736		3	3		2						
4	2019	LMEL	13	2559	4	hyse	HYSE	1	126437	Melanogrammus aeglefinus			21		1	1		1.14		8		1	E	1.14		8	4		2						
4	2019	LMEL	13	2559	3	brosme	BROSME	1	126447	Brosme brosme			20		1	1		1.57		2		1	E	1.57		2	2		2						
4	2019	LMEL	13	2559	5	krokulke	KROKULKE	1	127193	Artediellus atlanticus			20		1	1		0.023		6		1	E	0.023		6	6								
4	2019	LMEL	13	2559	6	kloskate	KLOSKATE	1	105865	Amblyraja radiata			20		1	1		0.584		1		1	E	0.584		1	1								
4	2019	LMEL	13	2559	7	vanlig ålebrosme	VANLIG ÅLEBROSME	1	274100	Lycodes gracilis			20		1	1		0.115		6		1	E	0.115		6	6								
4	2019	LMEL	13	2559	8	blåsteinbit	BLÅSTEINBIT	1	126757	Anarhichas denticulatus			20		1	1		3.95		1		1	E	3.95		1	1								Tok fryseprøve av fastsitjande parasitt
4	2019	LMEL	13	2559	9	vassild	VASSILD	1	126715	Argentina silus			20		1	1		8.385		15		1	E	8.385		15	15								
4	2019	LMEL	13	2559	10	gapeflyndre	GAPEFLYNDRE	1	127137	Hippoglossoides platessoides			20		1	1		1.302		16		1	E	1.302		16	16								
4	2019	LMEL	13	2559	12	sei	SEI	1	126441	Pollachius virens			10		1	1		1.95		1		1	E	1.95		1									
4	2019	LMEL	13	2559	13	skater	SKATER	1	10216	Rajiformes			50		1	1				6															
4	2019	LMEL	13	2559	11	kolmule	KOLMULE	1	126439	Micromesistius poutassou			23		1	1		2.318		16		1	E	2.318		16	3	3	2					1	
4	2019	LMEL	13	2559	14	dypvannsreke	DYPVANNSREKE	1	107649	Pandalus borealis			90		1	1		9.53		1220														1	
4	2019	LMEL	13	2560	1	brennmanet	BRENNMANET	1	135301	Cyanea capillata			90		1	1	1.0	55.0		15			A												
4	2019	LMEL	13	2560	5	havsil	HAVSIL	1	126751	Ammodytes marinus			20		1	1	1.0	0.025		2		1	E	0.025		2	2								
4	2019	LMEL	13	2560	6	laksesild	LAKSESILD	1	127312	Maurolicus muelleri			10		1	1	76.32	0.147		220		1	J	0.004		6									
4	2019	LMEL	13	2560	9	fremmedlegeme	FREMMEDLEGEME	1					65		1	1	1.0	0.002																	
4	2019	LMEL	13	2560	10	Meganyctiphanes	MEGANYCTIPHANES	1	110674	Meganyctiphanes			91		1	1	76.32	14.827		56457		1	E	0.026		99									
4	2019	LMEL	13	2560	11	glassmanet	GLASSMANET	1	135306	Aurelia aurita			90		1	1	1.0	1.178																	
4	2019	LMEL	13	2560	3	lodde	LODDE	2	126735	Mallotus villosus			10	10	1	1	76.32	5.519		41393		1	E	0.004		30									
4	2019	LMEL	13	2560	4	torsk	TORSK	1	126436	Gadus morhua			10	10	1	1	76.32	2.908		1407		1	E	0.062		30									
4	2019	LMEL	13	2560	7	hyse	HYSE	1	126437	Melanogrammus aeglefinus			10	10	1	1	76.32	0.625		75		1	E	0.249		30									
4	2019	LMEL	13	2561	1	kolmule	KOLMULE	1	126439	Micromesistius poutassou			23		1	1		2.21		12		1	E	2.21		12	4		2						
4	2019	LMEL	13	2561	2	vanlig ålebrosme	VANLIG ÅLEBROSME	1	274100	Lycodes gracilis			20		1	1		0.178		7		1	E	0.178		7	7								
4	2019	LMEL	13	2561	3	langhalet langebarn	LANGHALET LANGEBARN	1	154675	Lumpenus lampretaeformis			20		1	1		0.003		1		1	E	0.003		1	1								
4	2019	LMEL	13	2561	4	sølvtorsk	SØLVTORSK	1	126435	Gadiculus argenteus			20		1	1		0.045		3		1	E	0.045		3	3								
4	2019	LMEL	13	2561	5	gapeflyndre	GAPEFLYNDRE	1	127137	Hippoglossoides platessoides			20		1	1		1.107		16		1	E	1.107		16	16								
4	2019	LMEL	13	2561	6	lusuer	LUSUER	1	127255	Sebastes viviparus			20		1	1		2.043		14		1	E	2.043		14	14								
4	2019	LMEL	13	2561	7	øyepål	ØYEPÅL	1	126444	Trisopterus esmarkii			20		1	1		1.069		35		1	E	1.069		35	35								
4	2019	LMEL	13	2561	8	kloskate	KLOSKATE	1	105865	Amblyraja radiata			20		1	1		0.462		1		1	E	0.462		1	1								
4	2019	LMEL	13	2561	9	vassild	VASSILD	1	126715	Argentina silus			20		1	1		8.35		47		1	E	5.2		29	29								
4	2019	LMEL	13	2561	10	skater	SKATER	1	10216	Rajiformes			50		1	1		0.002		1															
4	2019	LMEL	13	2561	11	brennmanet	BRENNMANET	1	135301	Cyanea capillata			90		1	1		0.956		1															
4	2019	LMEL	13	2561	12	sei	SEI	1	126441	Pollachius virens			10		1	1		3.82		2		1	E	3.82		2									
4	2019	LMEL	13	2561	13	torsk	TORSK	1	126436	Gadus morhua			21		1	1		7.85		4		1	E	7.85		4	3		2		2				
4	2019	LMEL	13	2561	14	torsk	TORSK	2	126436	Gadus morhua			21		1	1		0.111		43		1	E	0.111		43	1		2		2				
4	2019	LMEL	13	2561	15	hyse	HYSE	1	126437	Melanogrammus aeglefinus			21		1	1		20.24		162		1	E	20.24		162	6		2						
4	2019	LMEL	13	2561	16	hyse	HYSE	2	126437	Melanogrammus aeglefinus			21		1	1		0.081		14		1	E	0.081		14	2		2						
4	2019	LMEL	13	2561	17	snabeluer	SNABELUER	1	127254	Sebastes mentella			21		1	1		11.74		236		1	E	11.74		236	7		2						
4	2019	LMEL	13	2561	18	vanlig uer	VANLIG UER	1	151324	Sebastes norvegicus			21		1	1		0.382		1		1	E	0.382		1	1		2						
4	2019	LMEL	13	2561	19	uerslekten	UERSLEKTEN	1	126175	Sebastes			10		1	1		0.022		5		1	E	0.022		5									
4	2019	LMEL	13	2561	20	krokulke	KROKULKE	1	127193	Artediellus atlanticus			20		1	1		0.006		2		1	E	0.006		2	2								
